idx,instance_key,H_prime,V_prime,source
170,ad2b12b27f9b055efd8b951bb984faba,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;4;8;0;7;2;0;12;7;9,graphs/n12/misr_filtered_170.json
171,4806328b441ca4b2b1e3c8b319f596e4,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;10,8;3;6;11;12;0;3;1;10;10;1;4;9;11;6;0;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_171.json
172,79d4b5033719e7cab609b776f17c2ff6,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;0;11;9;0;11;12;12;3;7;5;10,8;3;6;0;12;11;3;1;10;10;1;4;9;0;6;11;0;5;5;2;8;0;7;2;4;12;7;9,graphs/n12/misr_filtered_172.json
173,f758530d82f116e7e7a0fc1ca68871fa,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;10;0;5;7,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_173.json
174,3e022f5ba8555e7b290c7b4159661190,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;0;11;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_174.json
175,374866ca04599f6b5e11f295f4ee794a,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;3;12;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_175.json
176,0c96668aad1ca4b686e2f33b0ffe5283,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;0;11;9;0;11;12;12;3;7;5;0;10,8;3;6;0;12;11;3;1;10;10;1;4;9;11;6;0;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_176.json
177,97ed814653dadc2ed0ca09ebe1a0b40f,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;0;5;7;3;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_177.json
178,f08d93ebaf1a9555a0ef343f6082f05e,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;0;12;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_178.json
179,7dfc901432833337d786d999a87b79d1,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;11;6;12;0;3;1;10;10;1;4;9;0;11;6;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_179.json
180,27c55f9139a1b476666c555b313bdedb,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;0;11;9;0;11;12;12;3;7;5;0;10,8;3;6;0;12;11;3;1;10;10;1;4;9;0;6;11;0;5;5;2;8;0;7;2;4;12;7;9,graphs/n12/misr_filtered_180.json
181,b7757c5d493c7a607753265540ddfcfc,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,3;6;11;12;8;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_181.json
182,9cfe33d23acb7bbd68905ace73ad5420,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;0;11;9;0;11;12;12;3;7;5;0;10,8;3;6;0;12;11;3;1;10;10;1;4;9;11;0;6;0;5;5;2;8;0;7;2;4;12;7;9,graphs/n12/misr_filtered_182.json
183,b041f613b62a09d66fe35446af490c28,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;12;0;12;3;7;5;0;10,8;3;6;11;0;12;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;7;9,graphs/n12/misr_filtered_183.json
184,b288ce5e4b0a99f2c8b2b61df8f76f57,1;2;3;4;5;0;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_184.json
185,019680b22b6604bc15e56eb3a36f901e,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;9;4;0;6;11;5;5;2;8;0;7;2;9;0;12;7;4,graphs/n12/misr_filtered_185.json
186,18f605b619a456f181d53d4285e6a6a6,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;0;4;2;12;7;9,graphs/n12/misr_filtered_186.json
187,4123866eb4476fbce6e2c30b8dca02e5,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;10;0;5,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_187.json
188,ee2879f0325c7217dd938325a89d520b,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;5;7;3;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_188.json
189,65dfdee09ed21f240338f04d4422b27a,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_189.json
190,e4c6bf4d7e013673db30e7e9067d3100,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;11;12;6;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_190.json
191,2321baa0083007a6d91536db82abbf00,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;4;8;0;7;2;0;12;7;9,graphs/n12/misr_filtered_191.json
192,557c2f39dd805441890597646a2ad853,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;0;12;11;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_192.json
193,e52a99d3b89a9a81dd79d88f7d82b165,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;0;12;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;7;9,graphs/n12/misr_filtered_193.json
194,333523bde7d9dae7b423815939b0375f,1;2;0;3;4;5;6;4;7;6;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_194.json
195,0d546398a0f31f2bccbc6f1f343c963e,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;7;2;4;0;12;9,graphs/n12/misr_filtered_195.json
196,986c01e4dffaebebc1038aa5d4b32338,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;0;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;2;4;0;12;7;9,graphs/n12/misr_filtered_196.json
197,d8bb3a65b78ef57ff46d8913a4678a39,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,12;3;6;11;8;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_197.json
198,a2baf80d85a393338bceee93eca3a17c,1;2;3;4;5;0;6;5;4;7;8;2;8;9;10;1;11;0;9;11;0;12;12;6;7;3;0;10,8;6;4;11;12;0;6;1;10;10;1;5;9;0;4;11;3;3;2;8;0;7;2;5;0;12;7;9,graphs/n12/misr_filtered_198.json
199,8a88228c27d992f0dedf2e5dd471a0d1,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,12;3;6;11;8;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_199.json
200,80c4337012a8ff1f24b63494084513e6,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;0;9;4;6;11;5;5;2;8;7;7;2;0;0;12;4;9,graphs/n12/misr_filtered_200.json
201,84249984b4b8434fd33362e27b554a60,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;0;4;2;7;12;0;9,graphs/n12/misr_filtered_201.json
202,846760d6f826622415c5ba0b9688ea1f,1;2;0;3;4;5;6;4;6;7;8;0;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_202.json
203,a7efac56fd93f37344950f048672a9df,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;2;7;4;0;12;0;9,graphs/n12/misr_filtered_203.json
204,abb475a2a28eebea0fff60e9f40ec973,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;11;0;6;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_204.json
205,a4c4367781d087cf0f17debf26584612,1;2;0;3;4;5;6;4;6;7;8;3;8;9;10;1;11;0;9;11;0;12;12;2;7;5;0;10,8;2;6;11;12;0;2;1;10;10;1;4;9;0;6;11;5;5;3;8;7;7;3;4;0;12;0;9,graphs/n12/misr_filtered_205.json
206,e5d59654d3bd5ba87c98b3ae9805c9fa,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;9;4;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_206.json
207,238371893e64dd43e8917abc6213447e,1;2;0;3;4;5;6;3;5;7;8;2;8;9;10;1;11;0;9;11;0;12;12;6;7;4;0;10,8;6;5;11;12;0;6;1;10;10;1;3;9;0;5;11;4;4;2;8;7;7;2;3;0;12;0;9,graphs/n12/misr_filtered_207.json
208,cb86785cf80dc387112dd89da1705194,1;2;0;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_208.json
209,4dbe0f68863523387d32c1441f422224,1;2;0;3;4;5;6;4;6;7;8;2;7;9;10;1;11;0;9;11;0;12;12;3;8;5;0;10,7;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;7;8;8;2;4;0;12;0;9,graphs/n12/misr_filtered_209.json
210,3e76d32bbe52c998a25cea0cbed49a1b,1;2;3;4;5;3;6;0;4;7;8;2;8;9;10;1;11;0;9;11;0;12;12;6;7;5;0;10,8;6;4;11;12;0;6;1;10;10;1;3;9;0;4;11;5;5;2;8;7;7;2;3;0;12;0;9,graphs/n12/misr_filtered_210.json
211,d4bd6fa646920819a5eb2d35d79312a2,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;9;12,graphs/n12/misr_filtered_211.json
212,15594b2161bf046a432fa52ce8bd5f15,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;0;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;9,graphs/n12/misr_filtered_212.json
213,d944b793276f118f195e0e6b919d67cb,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;11;0;9;11;0;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;7;7;4;0;12;0;9;2,graphs/n12/misr_filtered_213.json
214,748ecd2718a74c8d0658bba5489139a6,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;1;0;11;0;9;11;12;12;3;7;5;0;10,8;3;6;11;12;0;3;1;10;10;1;4;9;0;6;11;5;5;2;8;0;7;7;2;4;0;12;9,graphs/n12/misr_filtered_214.json
215,88bbd64b78a91628e27aeb18bd996409,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_215.json
216,c6c4de304703b910c655057f168acb02,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;12;0;0;12;1;7;10;0;5,8;1;6;11;0;12;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;7;9,graphs/n12/misr_filtered_216.json
217,64df04d45ed9d7ae7ab56095708b28fc,1;2;0;3;4;5;3;6;4;7;8;2;8;9;10;6;11;0;9;11;0;12;12;1;7;10;0;5,8;1;4;11;12;0;1;10;6;6;10;3;9;0;4;11;5;5;2;8;0;7;2;3;0;12;7;9,graphs/n12/misr_filtered_217.json
218,9be716581cafa4d8bd142ea92ab3c8b4,1;2;3;4;5;6;7;5;7;8;9;2;9;10;11;4;12;0;10;12;0;13;13;1;8;11;3;6,9;3;7;12;13;0;3;11;4;4;11;5;10;1;7;12;6;6;2;9;1;8;2;5;0;13;8;10,graphs/n12/misr_filtered_218.json
219,197b9a7aa48c198130ca210a6f413ed9,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;12;0;0;1;7;10;12;0;5,8;1;6;11;0;12;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;7;9,graphs/n12/misr_filtered_219.json
220,5d434b978894eac12adc2fb003c8ce05,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;7;7;2;4;0;12;0;9,graphs/n12/misr_filtered_220.json
221,46f464d54f545c47aa89b0a858e41c52,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;12;12;0;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_221.json
222,1430fe3dfddcb8ad04de8f1210c6fc38,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;3;10;11;0;10;11;12;12;1;7;9;0;5,8;1;6;10;12;1;9;3;3;9;4;11;0;0;6;10;5;5;2;8;0;7;2;4;11;12;7,graphs/n12/misr_filtered_222.json
223,abb5d437a9c4d924ed0748028db0adf9,1;2;0;3;4;5;6;5;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;4,8;1;6;11;12;0;1;10;3;3;10;5;9;0;6;11;4;4;2;8;0;7;2;5;0;12;7;9,graphs/n12/misr_filtered_223.json
224,b7e00369a27f707c620b0ae640e8c89c,1;2;3;4;5;0;6;4;6;7;8;2;8;9;10;5;11;0;9;11;0;12;12;1;7;10;0;3,8;1;6;11;12;0;1;10;5;5;10;4;9;0;6;11;3;3;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_224.json
225,10519c8ae84489e52b4181d3fa440c09,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;9;7;12;0;4,graphs/n12/misr_filtered_225.json
226,99011a740a2d5fc84edb2a6f1c23fd64,1;0;2;3;4;5;5;0;6;7;0;6;8;2;7;9;10;9;3;11;12;11;1;12;8;0;10;4,9;4;11;6;5;0;4;2;8;8;2;12;7;0;11;6;1;1;10;9;0;3;10;12;0;5;3;7,graphs/n12/misr_filtered_226.json
227,0eaabae7b02a8d86d816addd7b5dd05c,1;2;3;4;5;0;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_227.json
228,6d307563549c7c22d596a362ee503148,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,0;1;6;11;12;8;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_228.json
229,6b317a0ebf032e911b985a1089646d91,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;3;10;11;0;10;11;12;12;1;7;9;0;5,8;1;6;10;12;1;9;3;3;9;11;4;0;0;6;10;5;5;2;8;0;7;2;4;11;12;7,graphs/n12/misr_filtered_229.json
230,328b54bebfbf4685f4adee8ea11daf9f,1;2;0;3;4;5;6;1;6;7;8;3;8;9;10;2;11;0;9;11;0;12;12;4;7;10;0;5,8;4;6;11;12;0;4;10;2;2;10;1;9;0;6;11;5;5;3;8;0;7;3;1;0;12;7;9,graphs/n12/misr_filtered_230.json
231,d312caf1cfa4ed3bda4f606a116dec9e,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;0;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;0;4;12;7;9,graphs/n12/misr_filtered_231.json
232,87c6d39b5c4f08005864c50cb48044d2,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_232.json
233,3137e91dbe39815a427b48cb98714b2d,1;2;3;4;5;6;7;5;7;8;9;2;9;10;11;4;12;10;12;13;0;0;13;1;8;11;3;6,9;3;7;12;0;13;3;11;4;4;11;5;10;1;7;12;6;6;2;9;1;8;2;5;13;0;8;10,graphs/n12/misr_filtered_233.json
234,01972974743dd532eb89ec819b8af124,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;0;12;12;0;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_234.json
235,31ed245653ba628b92bb78914b1a4dd8,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;0;12;12;0;1;7;10;0;5,0;12;11;6;1;8;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_235.json
236,fcc3a6cabe92b60071c0102640ab4f3e,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;0;12;12;0;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;4;0;12;7;2;9,graphs/n12/misr_filtered_236.json
237,b23068e18990bc541eafd74931b1b933,1;2;0;3;4;5;6;4;0;6;7;8;2;8;9;10;3;11;9;11;12;0;12;1;7;10;0;5,8;1;6;11;0;12;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;7;9,graphs/n12/misr_filtered_237.json
238,1a2425407fd0402f60f9e37540634f2b,1;2;0;3;4;5;6;4;6;7;8;2;8;9;10;3;11;9;11;12;0;0;12;1;7;10;0;5,8;1;6;11;0;12;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;12;0;9;7,graphs/n12/misr_filtered_238.json
239,8edf363bebce9be23c72274f94a58458,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_239.json
240,689dd7d00cdab137521afae610bf72eb,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;3;10;10;3;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_240.json
241,026c3d57f12e7b10bbb3ac7d78055209,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;0;11;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_241.json
242,abb2dde250b8e08a0346aea140eae423,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;0;6;11;5;5;2;8;0;7;2;4;12;7;9,graphs/n12/misr_filtered_242.json
243,f5ba2ef9a532d3112265384d64e010b9,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;10;11;0;12;12;1;7;9;0;5,8;1;6;11;12;0;1;9;3;3;9;4;10;0;6;11;5;5;2;8;0;7;2;4;0;12;7;10,graphs/n12/misr_filtered_243.json
244,2d46103845c5486586bda834181ba9ae,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;5;11;9;11;0;12;12;1;7;10;0;3,8;1;6;11;12;0;1;10;5;5;10;4;9;0;6;11;3;3;2;8;0;7;2;4;0;12;7;9,graphs/n12/misr_filtered_244.json
245,16bf1c25224535160814b6f518f6fe85,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;0;5;5;2;8;0;7;2;4;12;7;9,graphs/n12/misr_filtered_245.json
246,9ecce3d345aa5d396271fad4874eb205,1;2;3;4;0;5;6;3;6;7;8;2;8;0;9;10;4;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;4;4;10;3;9;0;6;11;5;5;2;8;0;7;2;3;0;12;7;9,graphs/n12/misr_filtered_246.json
247,5374cfd6f2909be8b613d4f00870e8cc,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;1;7;12;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_247.json
248,7b38835df24d1e333a640de7b4f58f18,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;7;1;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_248.json
249,38f2308a82241ccd05261fe9ff3a6e5d,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_249.json
250,50da38bd0f2e6181b18df44bae2f6a04,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;0;8;0;7;2;4;12;9;7,graphs/n12/misr_filtered_250.json
251,d7c9c49e9aed62e08d039664d55e0bf7,1;0;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_251.json
252,df014581632ed7ebf089ce1c82f532cc,1;2;3;0;4;5;6;1;6;7;8;3;8;0;9;10;4;11;9;11;0;12;12;2;7;10;0;5,8;2;6;11;12;0;2;10;4;4;10;1;9;0;6;11;5;5;3;8;0;7;3;1;0;12;9;7,graphs/n12/misr_filtered_252.json
253,9352178bae7fe4617d034a48baa4fe73,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;0;9;4;6;11;5;5;2;8;4;7;2;0;0;12;9;7,graphs/n12/misr_filtered_253.json
254,327d050c236c8d13f0c34f3482ba08ad,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;9;11;0;12;12;1;7;10;0;5,8;1;6;11;12;0;1;3;10;10;3;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_254.json
255,12ed611f7195f651a0b5dca3d21b6b13,1;2;0;3;4;5;6;4;6;7;8;2;8;0;9;10;3;11;0;11;9;12;12;1;7;10;0;5,8;1;6;11;12;0;1;10;3;3;10;4;9;0;6;11;5;5;2;8;0;7;2;4;0;12;9;7,graphs/n12/misr_filtered_255.json
,,,,graphs/n12/misr_filtered_summary.json
